Experiment,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle,Average Cd,Std Cd,Average Cl,Std Cl,Average Cl_f,Std Cl_f,Average Cl_r,Std Cl_r
F_S_WWC_WM_163,-5.719,0.344745,-3.4814,6.81424,0.83,1.84,-4.43365,-0.26357,27.0728,-33.4297,-14.0546,0.2,39.5264,0.6,30.6983,-6.21809,21.7415,28.2997,61.4989,49.6372,-24.1402,61.0919,46.3054,0.268728834,0.005245182,-0.042475306,0.022117374,-0.136587121,0.007191332,0.094111815,0.021383545
F_S_WWC_WM_164,-4.35376,5.96096,-4.76194,-5.94266,1.19,-0.2,7.29332,0.0280631,-40.081,-80.3318,-12.7254,0.2,13.3514,-0.3,9.64635,-18.0053,19.4933,54.138,-10.091,-15.5757,10.1537,32.0535,34.1077,0.294161497,0.006916401,-8.53E-05,0.023436189,-0.128182349,0.008523581,0.128097047,0.021409468
F_S_WWC_WM_165,14.9994,6.79447,8.32477,10.6622,-0.7,-0.65,16.9043,5.05903,-35.1851,97.251,-14.7014,-0.2,21.978,-0.1,-6.70348,4.91595,-10.007,32.9451,75.3741,-47.9867,69.8634,49.4705,-56.6125,0.273102556,0.007416099,0.026937953,0.021052835,-0.041356536,0.013910799,0.068294489,0.023519628
F_S_WWC_WM_166,-3.30674,8.22246,19.1444,11.4807,1.82,-1.04,6.67948,-2.50124,-12.647,-61.0048,-7.55754,0.6,-20.9771,-0.2,15.9694,27.3883,-24.4784,23.5688,97.9841,40.3401,-18.5205,-27.3318,-45.2431,0.26273939,0.007943009,-0.113879514,0.041297916,-0.092677921,0.012305016,-0.021201594,0.040193514
F_S_WWC_WM_167,11.2161,4.60242,-1.84785,2.89339,2.48,-0.37,-6.53252,0.00704819,-4.80066,135.305,-2.52134,0.2,21.8923,0.1,43.9631,-2.30139,7.66551,-1.60506,115.754,-36.6637,127.369,-22.0096,-122.32,0.232419268,0.006335402,-0.051525836,0.026597822,-0.068454649,0.013494232,0.016928813,0.026627987
F_S_WWC_WM_168,-5.22331,6.16382,16.9201,15.0307,1.93,2.32,19.0385,2.94968,-33.1165,33.9258,-12.6495,0.1,5.05902,0.7,17.4,16.4999,-14.095,9.72951,119.482,25.1527,29.1056,-12.4669,-157.568,0.253708831,0.008074793,-0.157136589,0.036195619,-0.140443131,0.013060673,-0.016693457,0.031178242
F_S_WWC_WM_169,14.8888,10.7689,11.3797,7.23696,-1.51,-0.33,14.853,0.948831,40.5595,-46.6596,-11.083,0.7,-34.0474,0.3,-7.60229,-1.86093,25.9499,44.9548,33.9264,18.3414,-32.4806,24.1191,140.564,0.275235621,0.007947777,-0.056634799,0.023618253,-0.019894634,0.013351768,-0.036740165,0.021888163
F_S_WWC_WM_170,-7.62291,11.0894,-4.09792,-2.89642,0.35,-0.91,-7.80238,1.48268,-19.5952,-7.56337,-7.1142,0.4,-14.3851,-0.3,31.3333,-3.93781,27.0913,31.4098,107.733,36.4558,78.6205,-27.9779,-92.4595,0.272999088,0.012492099,-0.041065278,0.031846037,-0.152510411,0.006535256,0.111445133,0.035016989
F_S_WWC_WM_171,9.2592,13.2024,11.719,-17.2308,0.4,1.04,3.92436,9.11155,-39.2776,-36.7446,0.0757825,0,25.1133,-0.2,17.772,-2.72914,20.4537,-21.1825,-4.38928,30.1583,80.7779,-46.5058,134.359,0.230219231,0.010415531,-0.032682635,0.018857824,-0.024611168,0.011900703,-0.008071467,0.016992239
F_S_WWC_WM_172,-3.90617,-1.37923,16.2762,-0.544374,0.48,-1.64,-4.93985,3.89664,36.7545,63.8911,-14.1424,0.4,-9.94364,0.9,-22.5182,13.2993,21.1606,3.27375,71.6819,23.6697,115.488,-19.5614,-178.088,0.23028894,0.007805385,-0.144275567,0.018603558,-0.17574529,0.011660328,0.031469722,0.016159609
F_S_WWC_WM_173,-7.91976,10.6489,6.71093,-16.8797,2.42,1.67,2.60556,3.13514,16.2468,-77.3445,0.905203,0.2,6.16848,0.3,2.60224,2.79919,-24.8888,-8.57594,78.8963,-23.4214,126.003,-26.5439,105.396,0.236938337,0.006617535,-0.197965262,0.025332821,-0.230205309,0.008262571,0.032240047,0.024563509
F_S_WWC_WM_174,14.3171,0.800555,3.36829,-5.83018,-1.79,-1.51,18.901,5.02336,-29.1622,-78.0554,2.49586,-0.1,-20.0893,0.4,19.8762,4.11563,3.5526,-13.0761,77.1772,-15.2432,41.9973,39.9591,-10.4763,0.206631032,0.004177168,-0.013880043,0.030216048,-0.017749184,0.014198145,0.003869141,0.021897103
F_S_WWC_WM_175,7.72664,0.953152,7.73208,-13.1055,0.73,1.12,8.99763,2.46397,40.3959,85.767,-14.9336,0.2,16.2887,0.2,14.9324,-3.02737,-29.1147,-24.5308,80.2135,-46.6826,-41.6793,29.6093,-44.9067,0.226987698,0.003079957,-0.032794617,0.021812655,-0.040047156,0.012040139,0.007252539,0.015968604
F_S_WWC_WM_176,-5.17724,-7.52126,15.4382,-1.30527,2.34,-0.88,-5.77759,4.42041,39.8559,-67.7209,-11.1355,0.2,-25.9329,0.2,3.39039,12.5734,-22.5565,-6.08505,102.004,-6.66508,21.2802,54.6728,-12.8479,0.249115858,0.005615874,-0.056693591,0.018329871,-0.173621217,0.007914089,0.116927626,0.015693361
F_S_WWC_WM_177,-4.13834,12.3258,2.02037,-0.378287,-0.86,1.99,-7.09843,5.22996,-45.9282,77.3809,-10.3163,0.7,-26.7662,0.7,17.2705,14.5492,22.0725,26.3912,1.03962,44.5355,83.9674,-42.7442,122.234,0.271892926,0.007086076,-0.112285486,0.048545172,-0.133818408,0.014114715,0.021532922,0.048384946
F_S_WWC_WM_178,2.4146,-1.27814,18.3514,-8.67436,0.49,2.21,18.8262,4.94487,18.9938,-23.977,-4.07047,0.3,10.464,0.9,-16.178,-10.4183,-1.46832,17.3548,126.183,-4.40546,67.8185,50.2196,73.9531,0.235391959,0.00481464,-0.069880905,0.01607594,-0.086462212,0.008948679,0.016581306,0.011932665
F_S_WWC_WM_179,2.72894,5.88339,4.63623,-3.92246,2.05,0.31,-7.54053,7.52365,-33.3987,67.6668,2.97433,-0.3,-2.59648,-0.2,29.5285,-6.6733,-13.9057,29.3338,54.7002,-33.4415,134.059,74.7741,71.3119,0.257015685,0.005790425,0.042100419,0.027962495,-0.111728064,0.01031767,0.153828483,0.029278217
F_S_WWC_WM_180,9.40968,14.3077,15.2811,17.7157,-0.59,-0.82,7.06062,2.566,-1.7452,129.871,-3.63203,-0.2,13.9177,0.9,12.7885,-2.20998,0.755337,39.2196,70.8608,-14.8761,-18.9194,-53.2994,109.608,0.268544224,0.006596136,-0.044427943,0.023048353,-0.038060651,0.006433177,-0.006367292,0.026520765
F_S_WWC_WM_181,3.63103,11.3509,8.12782,4.77205,2.43,1.14,3.98753,3.66717,-29.71,14.2002,-5.06199,0.1,-39.5641,0.7,22.6845,29.0044,26.5742,38.7954,-59.2583,-3.49747,82.4644,-23.0017,-63.2239,0.278318992,0.004842852,-0.01473656,0.051322124,-0.080714163,0.009387373,0.065977603,0.044806301
F_S_WWC_WM_182,4.59633,14.9648,13.653,-12.3967,0.51,0.42,3.44704,-1.97843,-13.4179,-31.8395,4.53588,0.1,6.75565,-0.4,11.6731,1.4249,5.05688,11.1706,96.3636,-28.044,-34.539,-10.6512,-192.02,0.253445092,0.008900007,-0.084925619,0.044704234,-0.057777243,0.009659284,-0.027148376,0.04462645
F_S_WWC_WM_183,-0.772398,9.31955,-4.63488,14.9643,1.25,1.01,18.363,5.87275,42.5343,6.30452,-6.70934,0.6,-24.5565,0.8,35.1424,17.4287,26.0829,6.11666,91.4767,35.7724,-17.4143,-24.3362,91.8619,0.247283357,0.008329845,-0.050693346,0.033916856,-0.090533435,0.007274778,0.039840089,0.03441222
F_S_WWC_WM_184,2.1178,8.93755,5.25293,17.4998,-1.17,0.99,9.77937,8.1145,-33.7451,-78.9377,-0.63019,0.6,-18.9424,0.9,37.7456,-13.8866,-4.99665,25.3551,-12.1255,4.7092,73.7231,76.5761,-196.151,0.240179218,0.00751719,-0.050361867,0.028761176,-0.078606949,0.01373164,0.028245082,0.029535153
F_S_WWC_WM_185,9.61686,4.50221,-5.70982,-13.832,1.8,1.93,2.97206,8.16735,26.4843,138.125,-5.9827,-0.1,16.0171,-0.3,43.1421,-6.72329,25.7246,25.8662,-36.5061,-10.5352,115.919,-3.11164,106.276,0.257013308,0.010693881,0.016512486,0.074506144,-0.046637091,0.01303524,0.063149577,0.071244191
F_S_WWC_WM_186,-5.64637,5.57163,-7.59475,18.9555,0.82,-0.08,1.63999,8.9153,28.9221,59.6389,2.85187,-0.1,1.35789,0.8,14.9939,15.2922,20.5174,53.8305,105.533,41.238,15.1338,60.1368,-22.6824,0.26596318,0.005559135,0.040248591,0.047371241,-0.124118605,0.007334662,0.164367196,0.048658748
F_S_WWC_WM_187,2.37588,1.58141,-2.60367,11.6422,1.38,-1.48,12.9047,-4.35544,32.6311,-88.6172,3.10296,-0.2,-37.5716,0.5,6.03349,11.2253,-2.06747,33.1993,9.83359,-44.2325,129.931,-18.1536,-74.6984,0.266754146,0.005847865,0.112724068,0.022488166,-0.064981943,0.007964154,0.177706011,0.016950353
F_S_WWC_WM_188,10.5341,5.17264,-2.56484,-2.54332,-0.41,1.92,-1.62657,-3.62132,-37.7676,63.5105,-8.84782,0.6,-36.137,0.8,27.727,17.1154,21.4176,8.52823,11.0536,-38.0643,-54.8365,32.2645,-149.626,0.246599971,0.010674272,-0.011473503,0.028798635,-0.02699952,0.015020496,0.015526017,0.031529516
F_S_WWC_WM_189,1.8435,5.01659,-3.9235,1.26512,0.62,-1.78,7.78386,4.20915,-45.3066,16.9091,-10.1891,-0.1,-14.4586,0.8,7.79045,2.47609,-0.360752,16.9459,104.721,48.9616,-58.2445,1.23452,-197.504,0.265819552,0.01007909,0.012916806,0.042217226,-0.063880237,0.005424553,0.076797043,0.04437418
F_S_WWC_WM_190,11.004,-6.76392,0.224627,8.06024,0.7,0.13,13.7383,1.70202,-25.018,-5.67779,-13.9054,0.6,-15.2625,-0.2,-21.9082,0.336808,0.91996,24.5074,21.3104,15.6381,144.461,13.6728,-160.809,0.246935977,0.007991523,-0.005758589,0.028061654,-0.084944476,0.009354458,0.079185887,0.026459518
F_S_WWC_WM_191,5.11771,2.4227,11.0998,1.71387,-0.3,0.66,16.9628,0.0644063,-34.5179,143.578,-7.43789,0.7,14.0597,0.2,28.9058,-0.222137,27.7582,-18.2463,-58.5285,23.7536,-36.5606,53.4796,-13.0334,0.22574885,0.004610019,-0.07239405,0.01640894,-0.079561097,0.010318406,0.007167047,0.011361809
F_S_WWC_WM_192,9.07108,-7.57954,-1.0615,-14.9855,2.21,1.49,8.29195,1.55338,-40.9042,25.5345,0.842821,0.1,11.4584,0.6,22.9419,19.6405,3.07641,-22.7019,90.0618,38.9867,-29.0416,-4.19041,-6.17395,0.216415973,0.005375164,0.074540123,0.022316571,-0.018972204,0.011413958,0.093512327,0.014349921
F_S_WWC_WM_193,8.80929,-4.459,17.8141,13.8782,1.32,-1.28,16.3192,0.677856,-19.1625,74.4945,4.2836,0.2,-12.5407,1,29.3806,-3.24623,5.76755,47.8844,41.0417,44.0062,131.751,38.6734,-118.633,0.23502564,0.005482294,0.0316537,0.018372271,-0.029012495,0.008647276,0.060666195,0.015918085
F_S_WWC_WM_194,8.5541,10.6631,19.1044,-3.08968,1.13,-0.66,11.2558,5.03655,46.6988,-42.4613,-5.13467,-0.1,12.2714,0,7.1348,10.6845,26.8318,53.413,118.594,15.4316,9.72493,10.4492,-124.93,0.271221135,0.009968256,-0.077170543,0.04769212,-0.05973506,0.014473712,-0.017435483,0.055100381
F_S_WWC_WM_195,-6.06116,-3.9189,8.57515,-4.17366,0.68,-0.65,-3.55507,4.42964,-23.7038,68.7752,-2.42858,0.8,3.7521,-0.1,37.0012,-18.6203,23.8732,54.4811,-24.6616,-7.68247,47.4296,87.4418,-136.079,0.25876589,0.003575866,-0.054357473,0.014257378,-0.157846123,0.006354882,0.10348865,0.011889499
F_S_WWC_WM_196,7.81568,13.5985,5.16037,14.1386,1.73,-0.25,19.2781,-3.38919,5.92969,-4.71412,-2.99011,0.4,-27.4453,-0.1,45.2701,16.154,-5.34398,28.1542,-11.5411,-46.9154,58.5519,10.6289,141.981,0.271915283,0.007751194,0.042603987,0.040436857,-0.032028426,0.010680849,0.074632413,0.043380723
F_S_WWC_WM_197,10.9345,14.6727,13.4165,-0.855498,0.78,1.25,12.216,8.87658,-32.2176,-22.3535,0.292545,0.6,15.3438,-0.1,56.9796,8.97038,-25.2059,31.1969,-48.1817,-3.33942,57.0938,41.548,18.847,0.254471608,0.009279915,-0.02200435,0.03704879,-0.049266975,0.01080437,0.027262625,0.037006763
F_S_WWC_WM_198,14.0354,8.8819,-0.564139,-18.257,1.6,0.44,1.97327,9.2711,20.0433,62.1455,-3.75347,0.3,-20.3877,0.4,21.4776,-1.01756,-28.667,-18.7872,-55.1424,2.91642,59.2459,6.6592,-86.5653,0.238695596,0.007022467,-0.013385727,0.042417468,-0.033055638,0.013077642,0.019669911,0.043889715
F_S_WWC_WM_199,11.7496,-4.94871,0.625722,5.23763,0.17,-0.34,11.5265,2.55804,20.2961,-20.174,-1.18453,0,22.6929,-0.2,6.12495,13.6692,0.32124,-23.6021,-34.019,-43.8282,-58.6187,44.2919,80.0057,0.21459782,0.003808667,0.033017173,0.011713161,-0.034330494,0.007127649,0.067347667,0.008647518
F_S_WWC_WM_200,8.25735,8.1573,5.01404,-18.0204,-0.01,2.16,1.38038,9.55982,-23.9486,-34.4437,4.74417,-0.1,-11.5303,0.7,50.7174,19.9768,24.9272,10.9229,80.43,-26.7271,60.975,10.9339,-20.9467,0.234174224,0.006072774,0.033099383,0.018881982,-0.012586041,0.010382726,0.045685424,0.018516271
F_S_WWC_WM_201,7.12951,1.43308,3.93348,-6.80876,-1.49,1.41,1.20192,-4.45535,-22.9875,108.99,-13.0214,0,13.5717,0.4,-24.0964,15.2444,13.679,6.3029,103.254,-49.4812,2.44929,87.1624,46.79,0.241224288,0.006247652,-0.002233257,0.018569707,-0.051438215,0.009460206,0.049204957,0.016236757
F_S_WWC_WM_202,8.59772,-5.07882,18.5968,15.8779,-1.7,-1.76,-5.27774,-0.160129,16.5428,-75.3777,-7.03858,0.3,-11.4279,-0.2,29.4216,24.7561,3.42281,-19.0408,38.2559,3.57326,6.31215,50.6445,43.8429,0.219195268,0.005237631,0.00148038,0.02097415,-0.038110493,0.01098333,0.039590873,0.015499155
F_S_WWC_WM_203,12.4362,12.7479,8.11738,4.2518,0.42,2.36,14.9553,7.5996,-32.4565,109.751,-12.9502,0.5,-35.8701,0.5,2.08997,6.07139,19.6025,42.1837,77.9009,39.4878,78.2033,31.1652,-154.907,0.270897518,0.007877146,-0.013028523,0.061002065,-0.038134968,0.011480408,0.025106446,0.066436532
F_S_WWC_WM_204,14.5584,-5.79706,-0.0500485,10.8444,-1.61,0.07,14.7149,-4.14535,34.0911,91.7723,0.258866,-0.2,-24.9146,0.2,-1.2304,-6.91544,18.9791,30.68,-42.6974,-15.466,-3.91409,-0.927132,34.7559,0.237966627,0.006825477,0.034614059,0.021485986,-0.028484448,0.011098017,0.063098507,0.017220286
F_S_WWC_WM_205,6.82682,2.90433,3.42508,-15.5512,-0.77,-1.22,-8.41272,-3.59835,44.7212,25.2267,4.97848,0.7,11.0218,0.5,4.24551,6.42725,-20.5436,-11.6597,-28.0778,-2.87503,-21.9435,-5.82487,-97.416,0.219857767,0.005568255,-0.095228592,0.022497458,-0.053756807,0.014795724,-0.041471785,0.01160191
F_S_WWC_WM_206,3.02235,4.85202,11.143,-3.5264,-0.47,-0.2,-2.72728,-2.48433,-42.7358,-78.498,-14.7962,0.1,-0.746037,-0.3,56.099,22.6683,23.2846,6.83643,29.4715,44.9026,76.1914,-21.6042,5.89736,0.256602802,0.004721453,-0.127968292,0.021783346,-0.09954986,0.007629382,-0.028418432,0.020054876
F_S_WWC_WM_207,1.36967,-1.956,17.7738,-1.71248,1.87,1.88,18.9373,5.15536,-3.88424,-66.9677,-6.08725,0,-11.6698,0.2,50.8495,24.9172,18.6509,46.0608,-29.2206,27.2975,-53.3333,59.8905,-162.31,0.262224832,0.005325376,-0.024095215,0.011610312,-0.08524139,0.006974356,0.061146175,0.010541016
F_S_WWC_WM_208,10.0046,0.22122,12.7637,8.35649,0.01,-1.42,-1.73407,-1.41401,41.1775,-49.7484,-13.8246,0.6,12.2241,0.2,48.0994,-8.89436,-25.7605,45.6681,49.9998,22.3558,146.763,-18.6891,-145.899,0.248692947,0.005329241,-0.054225444,0.035498395,-0.025307869,0.010176395,-0.028917575,0.030824057
F_S_WWC_WM_209,12.7905,7.17771,12.6337,2.11372,0.11,-0.42,-4.35615,7.30589,23.0176,8.16151,-3.53949,0.8,-14.0892,-0.3,45.0656,-7.02795,-4.46149,32.7556,27.2829,-17.3449,-19.8127,81.4733,132.081,0.25600441,0.008777051,-0.093932238,0.013772309,-0.080665441,0.010294232,-0.013266797,0.010047029
F_S_WWC_WM_210,-6.24734,14.652,3.91689,-1.38529,0.75,-0.02,-9.17799,3.77551,-9.5333,111.729,2.15239,0.1,17.0583,0.3,17.0342,29.2069,-29.5358,13.263,-47.5779,6.90959,0.495898,37.8414,73.3081,0.26993373,0.007520291,-0.051686164,0.024846894,-0.157664238,0.011165773,0.105978074,0.018662977
F_S_WWC_WM_211,6.33729,-2.44012,7.43494,3.01114,1.07,-1.7,-1.28752,8.43238,-2.64319,-6.90594,-12.272,0.7,10.0515,0.1,-2.05918,-7.5417,26.3288,30.8599,73.2367,-44.6663,-21.7546,28.6578,-166.138,0.249479159,0.005118156,-0.048921225,0.026461449,-0.042795235,0.012626364,-0.00612599,0.02283581
F_S_WWC_WM_212,0.806445,13.8181,-1.3865,-14.2673,1.52,2.49,12.4245,0.737345,35.9163,-16.3425,4.22312,0.1,-13.7675,0.9,7.62867,6.68814,-18.1975,38.1875,40.4591,23.5325,4.577,-36.5304,23.0567,0.269973827,0.012179736,-0.004886673,0.026831467,-0.064137033,0.007105279,0.05925036,0.027934371
F_S_WWC_WM_213,0.895156,10.702,-2.94028,10.7134,-0.98,1.77,5.89468,6.85233,29.4197,-93.5708,0.00211947,0.6,-15.4274,0.5,-19.4642,0.220742,11.7442,35.4333,79.0221,-41.8928,-25.1621,78.5295,116.116,0.264937248,0.011313719,0.054276015,0.027756875,-0.064341079,0.011189286,0.118617094,0.032539987
F_S_WWC_WM_214,-2.25394,13.7218,11.479,-6.65489,-0.95,2.34,9.18169,3.48616,-32.9938,-57.8659,-3.40064,0.3,1.45088,0,50.1441,-19.549,12.6884,4.92562,23.1184,-46.0632,25.2348,67.7814,-42.0874,0.246746471,0.010054009,-0.159718449,0.026732254,-0.126683455,0.009696266,-0.033034994,0.030249414
F_S_WWC_WM_215,8.05856,-5.90353,11.0752,-19.5964,-1.56,1.3,2.56098,0.127388,-27.7507,1.06261,-0.694316,0.7,35.4901,0.7,-12.5838,8.53328,4.31735,6.00291,28.8622,-14.3701,60.274,-48.464,115.706,0.224672562,0.005571499,-0.067279007,0.022931589,-0.033465855,0.009410287,-0.033813152,0.018568397
F_S_WWC_WM_216,-2.88024,-2.68446,13.1367,11.4187,-0.63,-1.5,18.4382,2.82074,1.71822,140.482,-9.34419,0.2,25.8662,0.3,47.3756,16.5948,7.04017,13.926,114.066,25.7735,-43.9415,-24.5309,101.642,0.238872472,0.006016842,-0.080697802,0.018756974,-0.085114602,0.003197266,0.0044168,0.017394768
F_S_WWC_WM_217,0.473862,6.1195,10.4507,-6.43839,0.62,-0.44,19.4381,9.59469,-24.2439,-47.8677,-3.65836,0.8,28.7989,-0.2,2.02057,15.7432,-5.73005,42.2534,104.04,-21.8255,103.623,-17.0107,-175.039,0.24369735,0.007963928,-0.143039525,0.028585135,-0.119791531,0.010552898,-0.023247994,0.035477766
F_S_WWC_WM_218,-2.65062,6.82613,17.5403,14.0672,1.62,1.22,-8.5976,1.32769,-31.9646,-2.5097,-6.45312,-0.4,-27.2199,0.5,-2.84197,12.9191,-28.9444,48.5099,29.9363,-6.81745,-42.9489,20.5198,-58.9729,0.281947397,0.006604626,-0.042870193,0.021882663,-0.099600241,0.005342055,0.056730048,0.022267096
F_S_WWC_WM_219,-7.68514,10.3208,2.48667,-7.28276,0.24,0.56,-3.41463,7.79617,26.6708,1.65602,-3.46949,0.3,29.9839,-0.2,4.04501,9.75036,1.92608,40.3102,-58.2276,39.1553,-20.2238,55.3214,-165.605,0.282642358,0.00551456,-0.116123541,0.016676945,-0.189162221,0.010610295,0.07303868,0.013188203
F_S_WWC_WM_220,4.47543,-2.38872,-7.19903,15.0988,0.13,-0.18,-2.2021,-0.0491714,-41.41,9.56241,-1.33666,0,-30.0841,0.7,42.9248,-2.84901,-28.1605,27.0356,40.278,40.8201,108.277,-51.3397,-185.965,0.236291035,0.006784007,0.10394856,0.018949613,-0.032495863,0.011465748,0.136444423,0.00985299
F_S_WWC_WM_221,-3.8653,0.303838,-2.15114,7.34209,-0.38,-0.97,17.9796,8.35114,-2.17241,82.0919,-1.51735,0.6,32.165,0.8,-8.57257,-18.7506,1.06723,22.8113,-28.7469,-39.3786,73.1607,88.7513,-18.2927,0.245829764,0.007966962,-0.060617578,0.017666108,-0.148601521,0.005624746,0.087983943,0.020122847
F_S_WWC_WM_222,6.52494,6.42728,-7.88709,17.8712,1.24,-1.29,8.22972,1.89152,28.5982,37.2739,-14.5834,-0.1,5.44611,0.8,-15.1129,29.9729,0.11858,-22.8289,2.22519,11.4883,33.2896,9.44326,47.7638,0.251763855,0.01043642,-0.000238792,0.048877378,-0.04809681,0.012638011,0.047858018,0.048937116
F_S_WWC_WM_223,3.3496,11.2912,-6.07244,19.8848,0,-0.31,18.8502,8.04987,-29.7252,60.943,-5.40356,0.5,23.3429,0.3,49.3888,-8.07595,14.731,17.9118,3.79462,39.9454,118.418,-8.68558,-106.507,0.251803857,0.012887444,0.021477311,0.050307186,-0.050406606,0.010970758,0.071883916,0.04897373
F_S_WWC_WM_224,14.2101,10.8446,-2.86887,-9.83662,1.07,-0.61,13.6039,-3.19546,28.364,66.1305,-9.82539,0,10.7405,0.8,39.2812,-1.23495,11.1262,10.1017,-59.4953,-42.7199,43.3257,-19.795,54.1384,0.273269413,0.008363072,0.00765636,0.025067844,-0.029435893,0.015768932,0.037092253,0.016864276
F_S_WWC_WM_225,-2.6128,8.77802,17.2538,-7.93298,0.25,-0.57,0.434415,-4.61343,15.5317,43.7109,-10.8651,0.5,36.3459,1,23.825,11.0501,-6.91895,45.0915,-21.487,-13.2493,-6.43272,72.8517,102.234,0.286553317,0.003943208,-0.100108258,0.015878325,-0.112477658,0.008591672,0.012369399,0.013142064
F_S_WWC_WM_226,14.4162,-6.88576,-3.32532,-1.55766,2.12,0.7,-5.86515,0.249939,-18.2395,-74.8555,-10.7967,0.4,-4.14061,0.7,47.4944,-9.6151,-26.6877,38.5706,19.6631,-20.4744,85.285,2.15251,-51.4571,0.250112766,0.007026676,0.070729405,0.020448728,-0.011589895,0.014507731,0.0823193,0.012175828
F_S_WWC_WM_227,8.51229,5.67241,11.5818,-19.0403,2.03,1.37,12.1657,-1.68984,7.96589,103.148,1.66209,-0.4,13.6496,-0.1,36.9057,-12.0916,0.206553,36.0183,-2.79938,-42.6197,-51.1602,33.1235,-74.2472,0.263322531,0.010904339,0.009640122,0.023191376,-0.038053417,0.009806466,0.047693539,0.022058821
F_S_WWC_WM_228,-5.51067,6.60838,7.6418,6.07779,-1.68,2.23,19.1558,9.98946,44.4495,99.4931,-6.66131,-0.2,9.01162,0.1,-3.53813,-15.8395,-3.6302,5.18021,-8.57969,31.6445,-12.0689,42.2978,-73.885,0.248759242,0.005184271,-0.14053014,0.030118862,-0.180375075,0.005555547,0.039844935,0.029114037
F_S_WWC_WM_229,4.93033,9.64976,2.69182,-4.76296,0.4,-0.84,3.30627,-0.640042,-21.7918,69.5444,4.02518,-0.3,4.77001,0,53.6377,14.028,-19.3991,-20.0291,19.944,24.9924,-11.1553,82.1602,-135.208,0.221511588,0.005684087,-0.031846868,0.027080902,-0.06635461,0.008371676,0.034507742,0.027230968
F_S_WWC_WM_230,5.60208,3.99311,13.845,3.08647,0.32,-1.32,-5.47171,5.94528,-47.9362,82.2121,-2.6242,-0.1,-25.4296,-0.1,36.3678,19.4566,22.7259,9.1218,-45.9869,21.977,-50.379,-28.5512,-193.215,0.240165279,0.007830784,-0.053268962,0.020450902,-0.041488384,0.013973072,-0.011780578,0.01679032
F_S_WWC_WM_231,13.6084,1.6694,-2.89468,4.13989,1.27,1.89,0.148148,9.44921,-30.4038,89.8049,-6.89894,0.1,-10.4153,-0.3,-11.2182,29.7443,-4.68135,29.9492,-36.1534,29.0767,95.8385,-59.1351,-137.917,0.247931016,0.005713026,-0.037385102,0.0317792,-0.065961535,0.008037451,0.028576433,0.028776547
F_S_WWC_WM_232,2.95889,1.15381,16.284,-15.9347,0.52,1.4,13.165,7.27373,-5.56808,20.7969,4.34056,0.2,-28.8589,0.7,55.0132,26.4923,10.5551,-13.8606,32.6383,33.8967,1.60328,89.7448,108.933,0.221639558,0.005253229,-0.03491482,0.021771117,-0.088121438,0.009701216,0.053206619,0.018363465
F_S_WWC_WM_233,-0.484406,10.5856,18.6462,-0.974193,0.09,-1.66,7.33434,-3.67903,41.3734,84.5956,1.18043,0.7,-7.96866,0,40.8748,5.51846,-5.80817,-21.9306,-45.0068,-25.622,94.4802,10.788,23.6534,0.229145,0.010555164,-0.119897713,0.025390407,-0.096161816,0.014983184,-0.023735897,0.023144825
F_S_WWC_WM_234,12.3142,-3.51848,9.64618,14.9996,-1.23,1.61,16.4961,4.00111,-18.4549,128.032,-5.08793,0.8,-11.209,0.7,43.536,0.60785,-18.2926,36.8033,107.285,31.4584,-10.2436,66.6381,-97.6897,0.239815336,0.007636248,-0.013328335,0.038624445,-0.019952623,0.011178317,0.006624287,0.03572421
F_S_WWC_WM_235,1.63491,-5.05559,18.7422,17.5872,1.03,-0.17,6.6357,6.78487,-41.8221,-46.3457,0.396017,-0.2,-6.21584,0.8,-0.812286,-12.324,4.24824,24.7258,29.2447,-29.4493,79.9161,-43.251,-57.7208,0.226660144,0.006754523,-0.029556095,0.017232687,-0.079357124,0.005930104,0.04980103,0.016346569
F_S_WWC_WM_236,-7.95396,1.49643,1.3033,7.78061,1.06,-1.07,1.43783,9.80196,-9.60977,77.5608,3.36564,-0.3,-18.0366,1,18.3665,-2.50247,5.3187,4.29811,53.9652,-45.5227,-5.64189,-12.9934,128.7,0.227960318,0.004841842,-0.118877208,0.030829943,-0.188389944,0.014158903,0.069512736,0.027699291
F_S_WWC_WM_237,0.967892,2.10049,5.86238,-7.08534,-0.85,-0.94,16.4747,4.67473,-25.4081,-64.9562,-7.24065,0.5,-39.6883,0.8,-19.6951,-0.0874523,-27.2249,14.5184,-14.759,39.5858,98.16,57.3929,55.444,0.242907347,0.005188608,-0.032589531,0.017092017,-0.107307576,0.011667847,0.074718044,0.018700512
